postalCode,RegionLabel,IdRegion
0010000,北海道,01
0010010,北海道,01
0010011,北海道,01
0010012,北海道,01
0010013,北海道,01
0010014,北海道,01
0010015,北海道,01
0010016,北海道,01
0010017,北海道,01
0010018,北海道,01
0010019,北海道,01
0010020,北海道,01
0010021,北海道,01
0010022,北海道,01
0010023,北海道,01
0010024,北海道,01
0010025,北海道,01
0010026,北海道,01
0010027,北海道,01
0010028,北海道,01
0010029,北海道,01
0010030,北海道,01
0010031,北海道,01
0010032,北海道,01
0010033,北海道,01
0010034,北海道,01
0010035,北海道,01
0010036,北海道,01
0010037,北海道,01
0010038,北海道,01
0010039,北海道,01
0010040,北海道,01
0010045,北海道,01
0010901,北海道,01
0010902,北海道,01
0010903,北海道,01
0010904,北海道,01
0010905,北海道,01
0010906,北海道,01
0010907,北海道,01
0010908,北海道,01
0010909,北海道,01
0010910,北海道,01
0010911,北海道,01
0010912,北海道,01
0010915,北海道,01
0010921,北海道,01
0010922,北海道,01
0010923,北海道,01
0010924,北海道,01
0010925,北海道,01
0010926,北海道,01
0010927,北海道,01
0010928,北海道,01
0010930,北海道,01
0010931,北海道,01
0010932,北海道,01
0010933,北海道,01
0010934,北海道,01
0010935,北海道,01
0020851,北海道,01
0020852,北海道,01
0020853,北海道,01
0020854,北海道,01
0020855,北海道,01
0020856,北海道,01
0020857,北海道,01
0020858,北海道,01
0020859,北海道,01
0020860,北海道,01
0020861,北海道,01
0020865,北海道,01
0028001,北海道,01
0028002,北海道,01
0028003,北海道,01
0028004,北海道,01
0028005,北海道,01
0028006,北海道,01
0028007,北海道,01
0028008,北海道,01
0028009,北海道,01
0028010,北海道,01
0028011,北海道,01
0028012,北海道,01
0028021,北海道,01
0028022,北海道,01
0028023,北海道,01
0028024,北海道,01
0028025,北海道,01
0028026,北海道,01
0028027,北海道,01
0028028,北海道,01
0028029,北海道,01
0028030,北海道,01
0028031,北海道,01
0028032,北海道,01
0028033,北海道,01
0028034,北海道,01
0028035,北海道,01
0028036,北海道,01
0028037,北海道,01
0028038,北海道,01
0028041,北海道,01
0028042,北海道,01
0028043,北海道,01
0028044,北海道,01
0028045,北海道,01
0028051,北海道,01
0028052,北海道,01
0028053,北海道,01
0028054,北海道,01
0028055,北海道,01
0028061,北海道,01
0028062,北海道,01
0028063,北海道,01
0028064,北海道,01
0028065,北海道,01
0028066,北海道,01
0028067,北海道,01
0028068,北海道,01
0028071,北海道,01
0028072,北海道,01
0028073,北海道,01
0028074,北海道,01
0028075,北海道,01
0028081,北海道,01
0028082,北海道,01
0028089,北海道,01
0028091,北海道,01
0030000,北海道,01
0030001,北海道,01
0030002,北海道,01
0030003,北海道,01
0030004,北海道,01
0030005,北海道,01
0030006,北海道,01
0030011,北海道,01
0030012,北海道,01
0030013,北海道,01
0030021,北海道,01
0030022,北海道,01
0030023,北海道,01
0030024,北海道,01
0030025,北海道,01
0030026,北海道,01
0030027,北海道,01
0030028,北海道,01
0030029,北海道,01
0030030,北海道,01
0030801,北海道,01
0030802,北海道,01
0030803,北海道,01
0030804,北海道,01
0030805,北海道,01
0030806,北海道,01
0030807,北海道,01
0030808,北海道,01
0030809,北海道,01
0030811,北海道,01
0030812,北海道,01
0030813,北海道,01
0030814,北海道,01
0030821,北海道,01
0030822,北海道,01
0030823,北海道,01
0030824,北海道,01
0030825,北海道,01
0030826,北海道,01
0030827,北海道,01
0030828,北海道,01
0030829,北海道,01
0030830,北海道,01
0030831,北海道,01
0030832,北海道,01
0030833,北海道,01
0030834,北海道,01
0030835,北海道,01
0030836,北海道,01
0030837,北海道,01
0030838,北海道,01
0030839,北海道,01
0030840,北海道,01
0030849,北海道,01
0030851,北海道,01
0030852,北海道,01
0030853,北海道,01
0030854,北海道,01
0030855,北海道,01
0030859,北海道,01
0030861,北海道,01
0030862,北海道,01
0030863,北海道,01
0030864,北海道,01
0030865,北海道,01
0030869,北海道,01
0030871,北海道,01
0030872,北海道,01
0030873,北海道,01
0030874,北海道,01
0030875,北海道,01
0030876,北海道,01
0040000,北海道,01
0040001,北海道,01
0040002,北海道,01
0040003,北海道,01
0040004,北海道,01
0040005,北海道,01
0040006,北海道,01
0040007,北海道,01
0040011,北海道,01
0040012,北海道,01
0040013,北海道,01
0040014,北海道,01
0040015,北海道,01
0040021,北海道,01
0040022,北海道,01
0040031,北海道,01
0040032,北海道,01
0040033,北海道,01
0040039,北海道,01
0040041,北海道,01
0040042,北海道,01
0040051,北海道,01
0040052,北海道,01
0040053,北海道,01
0040054,北海道,01
0040055,北海道,01
0040061,北海道,01
0040062,北海道,01
0040063,北海道,01
0040064,北海道,01
0040065,北海道,01
0040068,北海道,01
0040069,北海道,01
0040071,北海道,01
0040072,北海道,01
0040073,北海道,01
0040074,北海道,01
0040075,北海道,01
0040076,北海道,01
0040801,北海道,01
0040802,北海道,01
0040803,北海道,01
0040804,北海道,01
0040805,北海道,01
0040809,北海道,01
0040811,北海道,01
0040812,北海道,01
0040813,北海道,01
0040814,北海道,01
0040815,北海道,01
0040821,北海道,01
0040831,北海道,01
0040832,北海道,01
0040833,北海道,01
0040834,北海道,01
0040835,北海道,01
0040836,北海道,01
0040839,北海道,01
0040840,北海道,01
0040841,北海道,01
0040842,北海道,01
0040843,北海道,01
0040844,北海道,01
0040845,北海道,01
0040846,北海道,01
0040847,北海道,01
0040848,北海道,01
0040849,北海道,01
0040859,北海道,01
0040861,北海道,01
0040862,北海道,01
0040863,北海道,01
0040864,北海道,01
0040865,北海道,01
0040866,北海道,01
0040867,北海道,01
0040871,北海道,01
0040872,北海道,01
0040873,北海道,01
0040874,北海道,01
0040875,北海道,01
0040876,北海道,01
0040877,北海道,01
0040878,北海道,01
0040879,北海道,01
0040880,北海道,01
0040881,北海道,01
0040882,北海道,01
0040889,北海道,01
0050000,北海道,01
0050001,北海道,01
0050002,北海道,01
0050003,北海道,01
0050004,北海道,01
0050005,北海道,01
0050006,北海道,01
0050007,北海道,01
0050008,北海道,01
0050011,北海道,01
0050012,北海道,01
0050013,北海道,01
0050014,北海道,01
0050015,北海道,01
0050016,北海道,01
0050017,北海道,01
0050018,北海道,01
0050021,北海道,01
0050022,北海道,01
0050030,北海道,01
0050031,北海道,01
0050032,北海道,01
0050033,北海道,01
0050034,北海道,01
0050035,北海道,01
0050036,北海道,01
0050037,北海道,01
0050038,北海道,01
0050039,北海道,01
0050040,北海道,01
0050041,北海道,01
0050801,北海道,01
0050802,北海道,01
0050803,北海道,01
0050804,北海道,01
0050805,北海道,01
0050806,北海道,01
0050807,北海道,01
0050808,北海道,01
0050809,北海道,01
0050810,北海道,01
0050811,北海道,01
0050812,北海道,01
0050813,北海道,01
0050814,北海道,01
0050815,北海道,01
0050816,北海道,01
0050817,北海道,01
0050818,北海道,01
0050821,北海道,01
0050822,北海道,01
0050823,北海道,01
0050824,北海道,01
0050825,北海道,01
0050826,北海道,01
0050827,北海道,01
0050830,北海道,01
0050831,北海道,01
0050832,北海道,01
0050840,北海道,01
0050841,北海道,01
0050842,北海道,01
0050843,北海道,01
0050844,北海道,01
0050849,北海道,01
0050850,北海道,01
0050851,北海道,01
0050852,北海道,01
0050853,北海道,01
0050854,北海道,01
0050855,北海道,01
0050856,北海道,01
0050861,北海道,01
0050862,北海道,01
0050863,北海道,01
0050864,北海道,01
0050865,北海道,01
0060000,北海道,01
0060001,北海道,01
0060002,北海道,01
0060003,北海道,01
0060004,北海道,01
0060005,北海道,01
0060006,北海道,01
0060009,北海道,01
0060011,北海道,01
0060012,北海道,01
0060013,北海道,01
0060014,北海道,01
0060015,北海道,01
0060016,北海道,01
0060019,北海道,01
0060021,北海道,01
0060022,北海道,01
0060023,北海道,01
0060024,北海道,01
0060025,北海道,01
0060026,北海道,01
0060029,北海道,01
0060031,北海道,01
0060032,北海道,01
0060033,北海道,01
0060034,北海道,01
0060035,北海道,01
0060039,北海道,01
0060041,北海道,01
0060042,北海道,01
0060043,北海道,01
0060049,北海道,01
0060050,北海道,01
0060801,北海道,01
0060802,北海道,01
0060803,北海道,01
0060804,北海道,01
0060805,北海道,01
0060806,北海道,01
0060807,北海道,01
0060811,北海道,01
0060812,北海道,01
0060813,北海道,01
0060814,北海道,01
0060815,北海道,01
0060816,北海道,01
0060817,北海道,01
0060818,北海道,01
0060819,北海道,01
0060820,北海道,01
0060821,北海道,01
0060822,北海道,01
0060823,北海道,01
0060829,北海道,01
0060831,北海道,01
0060832,北海道,01
0060833,北海道,01
0060834,北海道,01
0060835,北海道,01
0060836,北海道,01
0060837,北海道,01
0060838,北海道,01
0060839,北海道,01
0060840,北海道,01
0060841,北海道,01
0060842,北海道,01
0060851,北海道,01
0060852,北海道,01
0060853,北海道,01
0060859,北海道,01
0060860,北海道,01
0060861,北海道,01
0070001,北海道,01
0070002,北海道,01
0070003,北海道,01
0070004,北海道,01
0070005,北海道,01
0070006,北海道,01
0070011,北海道,01
0070030,北海道,01
0070031,北海道,01
0070032,北海道,01
0070033,北海道,01
0070034,北海道,01
0070801,北海道,01
0070802,北海道,01
0070803,北海道,01
0070804,北海道,01
0070805,北海道,01
0070806,北海道,01
0070807,北海道,01
0070808,北海道,01
0070809,北海道,01
0070810,北海道,01
0070811,北海道,01
0070812,北海道,01
0070813,北海道,01
0070814,北海道,01
0070815,北海道,01
0070819,北海道,01
0070820,北海道,01
0070821,北海道,01
0070822,北海道,01
0070823,北海道,01
0070824,北海道,01
0070825,北海道,01
0070826,北海道,01
0070827,北海道,01
0070828,北海道,01
0070829,北海道,01
0070834,北海道,01
0070835,北海道,01
0070836,北海道,01
0070837,北海道,01
0070838,北海道,01
0070839,北海道,01
0070840,北海道,01
0070841,北海道,01
0070842,北海道,01
0070843,北海道,01
0070844,北海道,01
0070845,北海道,01
0070846,北海道,01
0070847,北海道,01
0070848,北海道,01
0070849,北海道,01
0070850,北海道,01
0070851,北海道,01
0070852,北海道,01
0070861,北海道,01
0070862,北海道,01
0070863,北海道,01
0070864,北海道,01
0070865,北海道,01
0070866,北海道,01
0070867,北海道,01
0070868,北海道,01
0070869,北海道,01
0070870,北海道,01
0070871,北海道,01
0070872,北海道,01
0070873,北海道,01
0070874,北海道,01
0070880,北海道,01
0070881,北海道,01
0070882,北海道,01
0070883,北海道,01
0070884,北海道,01
0070885,北海道,01
0070886,北海道,01
0070890,北海道,01
0070891,北海道,01
0070892,北海道,01
0070893,北海道,01
0070894,北海道,01
0070895,北海道,01
0100000,秋田県,05
0100001,秋田県,05
0100002,秋田県,05
0100003,秋田県,05
0100004,秋田県,05
0100005,秋田県,05
0100006,秋田県,05
0100011,秋田県,05
0100012,秋田県,05
0100013,秋田県,05
0100014,秋田県,05
0100021,秋田県,05
0100022,秋田県,05
0100023,秋田県,05
0100024,秋田県,05
0100025,秋田県,05
0100026,秋田県,05
0100027,秋田県,05
0100028,秋田県,05
0100029,秋田県,05
0100031,秋田県,05
0100032,秋田県,05
0100033,秋田県,05
0100034,秋田県,05
0100035,秋田県,05
0100036,秋田県,05
0100037,秋田県,05
0100038,秋田県,05
0100041,秋田県,05
0100042,秋田県,05
0100043,秋田県,05
0100044,秋田県,05
0100051,秋田県,05
0100052,秋田県,05
0100053,秋田県,05
0100054,秋田県,05
0100055,秋田県,05
0100056,秋田県,05
0100057,秋田県,05
0100058,秋田県,05
0100059,秋田県,05
0100061,秋田県,05
0100062,秋田県,05
0100063,秋田県,05
0100064,秋田県,05
0100065,秋田県,05
0100066,秋田県,05
0100101,秋田県,05
0100111,秋田県,05
0100112,秋田県,05
0100113,秋田県,05
0100114,秋田県,05
0100115,秋田県,05
0100116,秋田県,05
0100121,秋田県,05
0100122,秋田県,05
0100123,秋田県,05
0100124,秋田県,05
0100125,秋田県,05
0100126,秋田県,05
0100131,秋田県,05
0100132,秋田県,05
0100133,秋田県,05
0100134,秋田県,05
0100135,秋田県,05
0100136,秋田県,05
0100137,秋田県,05
0100138,秋田県,05
0100141,秋田県,05
0100142,秋田県,05
0100143,秋田県,05
0100144,秋田県,05
0100145,秋田県,05
0100146,秋田県,05
0100201,秋田県,05
0100202,秋田県,05
0100341,秋田県,05
0100342,秋田県,05
0100343,秋田県,05
0100344,秋田県,05
0100345,秋田県,05
0100346,秋田県,05
0100347,秋田県,05
0100351,秋田県,05
0100352,秋田県,05
0100353,秋田県,05
0100354,秋田県,05
0100355,秋田県,05
0100400,秋田県,05
0100401,秋田県,05
0100411,秋田県,05
0100412,秋田県,05
0100413,秋田県,05
0100421,秋田県,05
0100422,秋田県,05
0100423,秋田県,05
0100431,秋田県,05
0100441,秋田県,05
0100442,秋田県,05
0100443,秋田県,05
0100444,秋田県,05
0100445,秋田県,05
0100451,秋田県,05
0100452,秋田県,05
0100453,秋田県,05
0100454,秋田県,05
0100455,秋田県,05
0100456,秋田県,05
0100500,秋田県,05
0100501,秋田県,05
0100502,秋田県,05
0100503,秋田県,05
0100511,秋田県,05
0100521,秋田県,05
0100522,秋田県,05
0100523,秋田県,05
0100531,秋田県,05
0100532,秋田県,05
0100533,秋田県,05
0100534,秋田県,05
0100535,秋田県,05
0100661,秋田県,05
0100662,秋田県,05
0100663,秋田県,05
0100664,秋田県,05
0100665,秋田県,05
0100671,秋田県,05
0100672,秋田県,05
0100673,秋田県,05
0100674,秋田県,05
0100675,秋田県,05
0100676,秋田県,05
0100681,秋田県,05
0100682,秋田県,05
0100683,秋田県,05
0100684,秋田県,05
0100685,秋田県,05
0100686,秋田県,05
0100687,秋田県,05
0100688,秋田県,05
0100802,秋田県,05
0100803,秋田県,05
0100804,秋田県,05
0100811,秋田県,05
0100812,秋田県,05
0100813,秋田県,05
0100814,秋田県,05
0100815,秋田県,05
0100816,秋田県,05
0100817,秋田県,05
0100821,秋田県,05
0100822,秋田県,05
0100823,秋田県,05
0100824,秋田県,05
0100825,秋田県,05
0100826,秋田県,05
0100831,秋田県,05
0100832,秋田県,05
0100833,秋田県,05
0100834,秋田県,05
0100841,秋田県,05
0100842,秋田県,05
0100843,秋田県,05
0100844,秋田県,05
0100845,秋田県,05
0100851,秋田県,05
0100852,秋田県,05
0100853,秋田県,05
0100854,秋田県,05
0100861,秋田県,05
0100862,秋田県,05
0100863,秋田県,05
0100864,秋田県,05
0100865,秋田県,05
0100871,秋田県,05
0100872,秋田県,05
0100873,秋田県,05
0100874,秋田県,05
0100875,秋田県,05
0100876,秋田県,05
0100877,秋田県,05
0100901,秋田県,05
0100902,秋田県,05
0100903,秋田県,05
0100904,秋田県,05
0100905,秋田県,05
0100911,秋田県,05
0100912,秋田県,05
0100913,秋田県,05
0100914,秋田県,05
0100915,秋田県,05
0100916,秋田県,05
0100917,秋田県,05
0100918,秋田県,05
0100921,秋田県,05
0100922,秋田県,05
0100923,秋田県,05
0100924,秋田県,05
0100925,秋田県,05
0100931,秋田県,05
0100932,秋田県,05
0100933,秋田県,05
0100934,秋田県,05
0100935,秋田県,05
0100941,秋田県,05
0100942,秋田県,05
0100943,秋田県,05
0100944,秋田県,05
0100945,秋田県,05
0100946,秋田県,05
0100947,秋田県,05
0100948,秋田県,05
0100951,秋田県,05
0100952,秋田県,05
0100953,秋田県,05
0100954,秋田県,05
0100955,秋田県,05
0100956,秋田県,05
0100961,秋田県,05
0100962,秋田県,05
0100963,秋田県,05
0100964,秋田県,05
0100965,秋田県,05
0100966,秋田県,05
0100967,秋田県,05
0100971,秋田県,05
0100972,秋田県,05
0100973,秋田県,05
0100974,秋田県,05
0100975,秋田県,05
0100976,秋田県,05
0100977,秋田県,05
0101101,秋田県,05
0101102,秋田県,05
0101103,秋田県,05
0101104,秋田県,05
0101105,秋田県,05
0101106,秋田県,05
0101201,秋田県,05
0101202,秋田県,05
0101203,秋田県,05
0101211,秋田県,05
0101212,秋田県,05
0101221,秋田県,05
0101222,秋田県,05
0101223,秋田県,05
0101224,秋田県,05
0101225,秋田県,05
0101231,秋田県,05
0101232,秋田県,05
0101233,秋田県,05
0101341,秋田県,05
0101342,秋田県,05
0101343,秋田県,05
0101344,秋田県,05
0101351,秋田県,05
0101352,秋田県,05
0101401,秋田県,05
0101402,秋田県,05
0101403,秋田県,05
0101404,秋田県,05
0101405,秋田県,05
0101406,秋田県,05
0101407,秋田県,05
0101408,秋田県,05
0101409,秋田県,05
0101411,秋田県,05
0101412,秋田県,05
0101413,秋田県,05
0101414,秋田県,05
0101415,秋田県,05
0101416,秋田県,05
0101417,秋田県,05
0101418,秋田県,05
0101419,秋田県,05
0101420,秋田県,05
0101421,秋田県,05
0101422,秋田県,05
0101423,秋田県,05
0101424,秋田県,05
0101425,秋田県,05
0101426,秋田県,05
0101427,秋田県,05
0101428,秋田県,05
0101429,秋田県,05
0101431,秋田県,05
0101432,秋田県,05
0101433,秋田県,05
0101434,秋田県,05
0101435,秋田県,05
0101436,秋田県,05
0101437,秋田県,05
0101501,秋田県,05
0101502,秋田県,05
0101503,秋田県,05
0101504,秋田県,05
0101505,秋田県,05
0101506,秋田県,05
0101601,秋田県,05
0101602,秋田県,05
0101603,秋田県,05
0101604,秋田県,05
0101605,秋田県,05
0101606,秋田県,05
0101607,秋田県,05
0101608,秋田県,05
0101611,秋田県,05
0101612,秋田県,05
0101613,秋田県,05
0101614,秋田県,05
0101615,秋田県,05
0101616,秋田県,05
0101617,秋田県,05
0101618,秋田県,05
0101621,秋田県,05
0101622,秋田県,05
0101623,秋田県,05
0101631,秋田県,05
0101632,秋田県,05
0101633,秋田県,05
0101634,秋田県,05
0101635,秋田県,05
0101636,秋田県,05
0101637,秋田県,05
0101638,秋田県,05
0101641,秋田県,05
0101642,秋田県,05
0101643,秋田県,05
0101644,秋田県,05
0101645,秋田県,05
0101651,秋田県,05
0101652,秋田県,05
0101653,秋田県,05
0101654,秋田県,05
0110901,秋田県,05
0110902,秋田県,05
0110903,秋田県,05
0110904,秋田県,05
0110905,秋田県,05
0110906,秋田県,05
0110907,秋田県,05
0110908,秋田県,05
0110909,秋田県,05
0110911,秋田県,05
0110912,秋田県,05
0110913,秋田県,05
0110914,秋田県,05
0110915,秋田県,05
0110916,秋田県,05
0110917,秋田県,05
0110921,秋田県,05
0110922,秋田県,05
0110923,秋田県,05
0110924,秋田県,05
0110925,秋田県,05
0110926,秋田県,05
0110927,秋田県,05
0110928,秋田県,05
0110931,秋田県,05
0110932,秋田県,05
0110933,秋田県,05
0110934,秋田県,05
0110935,秋田県,05
0110936,秋田県,05
0110937,秋田県,05
0110938,秋田県,05
0110939,秋田県,05
0110941,秋田県,05
0110942,秋田県,05
0110943,秋田県,05
0110944,秋田県,05
0110945,秋田県,05
0110946,秋田県,05
0110947,秋田県,05
0110948,秋田県,05
0110949,秋田県,05
0110951,秋田県,05
0120000,秋田県,05
0120001,秋田県,05
0120002,秋田県,05
0120003,秋田県,05
0120004,秋田県,05
0120005,秋田県,05
0120006,秋田県,05
0120007,秋田県,05
0120008,秋田県,05
0120011,秋田県,05
0120012,秋田県,05
0120013,秋田県,05
0120014,秋田県,05
0120015,秋田県,05
0120016,秋田県,05
0120017,秋田県,05
0120021,秋田県,05
0120022,秋田県,05
0120023,秋田県,05
0120024,秋田県,05
0120025,秋田県,05
0120026,秋田県,05
0120031,秋田県,05
0120032,秋田県,05
0120033,秋田県,05
0120034,秋田県,05
0120035,秋田県,05
0120036,秋田県,05
0120037,秋田県,05
0120041,秋田県,05
0120042,秋田県,05
0120043,秋田県,05
0120044,秋田県,05
0120045,秋田県,05
0120051,秋田県,05
0120052,秋田県,05
0120053,秋田県,05
0120054,秋田県,05
0120055,秋田県,05
0120056,秋田県,05
0120057,秋田県,05
0120061,秋田県,05
0120062,秋田県,05
0120104,秋田県,05
0120105,秋田県,05
0120106,秋田県,05
0120107,秋田県,05
0120183,秋田県,05
0120801,秋田県,05
0120802,秋田県,05
0120803,秋田県,05
0120804,秋田県,05
0120811,秋田県,05
0120812,秋田県,05
0120813,秋田県,05
0120814,秋田県,05
0120815,秋田県,05
0120821,秋田県,05
0120822,秋田県,05
0120823,秋田県,05
0120824,秋田県,05
0120825,秋田県,05
0120826,秋田県,05
0120827,秋田県,05
0120831,秋田県,05
0120832,秋田県,05
0120833,秋田県,05
0120834,秋田県,05
0120835,秋田県,05
0120836,秋田県,05
0120837,秋田県,05
0120838,秋田県,05
0120841,秋田県,05
0120842,秋田県,05
0120843,秋田県,05
0120844,秋田県,05
0120845,秋田県,05
0120851,秋田県,05
0120852,秋田県,05
0120853,秋田県,05
0120854,秋田県,05
0120855,秋田県,05
0120856,秋田県,05
0120857,秋田県,05
0120861,秋田県,05
0120862,秋田県,05
0120863,秋田県,05
0120864,秋田県,05
0120865,秋田県,05
0120866,秋田県,05
0120867,秋田県,05
0120868,秋田県,05
0120869,秋田県,05
0121100,秋田県,05
0121101,秋田県,05
0121102,秋田県,05
0121103,秋田県,05
0121104,秋田県,05
0121105,秋田県,05
0121106,秋田県,05
0121111,秋田県,05
0121112,秋田県,05
0121113,秋田県,05
0121114,秋田県,05
0121115,秋田県,05
0121116,秋田県,05
0121121,秋田県,05
0121122,秋田県,05
0121123,秋田県,05
0121124,秋田県,05
0121125,秋田県,05
0121126,秋田県,05
0121131,秋田県,05
0121132,秋田県,05
0121133,秋田県,05
0121134,秋田県,05
0121135,秋田県,05
0121136,秋田県,05
0121137,秋田県,05
0121241,秋田県,05
0121242,秋田県,05
0121243,秋田県,05
0121351,秋田県,05
0121352,秋田県,05
0121353,秋田県,05
0130000,秋田県,05
0130001,秋田県,05
0130002,秋田県,05
0130003,秋田県,05
0130004,秋田県,05
0130005,秋田県,05
0130006,秋田県,05
0130007,秋田県,05
0130008,秋田県,05
0130011,秋田県,05
0130012,秋田県,05
0130013,秋田県,05
0130014,秋田県,05
0130015,秋田県,05
0130016,秋田県,05
0130017,秋田県,05
0130018,秋田県,05
0130019,秋田県,05
0130021,秋田県,05
0130022,秋田県,05
0130023,秋田県,05
0130024,秋田県,05
0130025,秋田県,05
0130026,秋田県,05
0130027,秋田県,05
0130028,秋田県,05
0130031,秋田県,05
0130032,秋田県,05
0130033,秋田県,05
0130034,秋田県,05
0130035,秋田県,05
0130036,秋田県,05
0130037,秋田県,05
0130038,秋田県,05
0130041,秋田県,05
0130042,秋田県,05
0130043,秋田県,05
0130044,秋田県,05
0130045,秋田県,05
0130046,秋田県,05
0130047,秋田県,05
0130048,秋田県,05
0130049,秋田県,05
0130051,秋田県,05
0130052,秋田県,05
0130053,秋田県,05
0130054,秋田県,05
0130055,秋田県,05
0130056,秋田県,05
0130060,秋田県,05
0130061,秋田県,05
0130062,秋田県,05
0130063,秋田県,05
0130064,秋田県,05
0130065,秋田県,05
0130066,秋田県,05
0130068,秋田県,05
0130069,秋田県,05
0130071,秋田県,05
0130072,秋田県,05
0130073,秋田県,05
0130074,秋田県,05
0130075,秋田県,05
0130076,秋田県,05
0130101,秋田県,05
0130102,秋田県,05
0130103,秋田県,05
0130104,秋田県,05
0130105,秋田県,05
0130106,秋田県,05
0130107,秋田県,05
0130201,秋田県,05
0130202,秋田県,05
0130203,秋田県,05
0130204,秋田県,05
0130205,秋田県,05
0130206,秋田県,05
0130207,秋田県,05
0130208,秋田県,05
0130211,秋田県,05
0130212,秋田県,05
0130213,秋田県,05
0130214,秋田県,05
0130215,秋田県,05
0130216,秋田県,05
0130217,秋田県,05
0130218,秋田県,05
0130301,秋田県,05
0130302,秋田県,05
0130303,秋田県,05
0130304,秋田県,05
0130305,秋田県,05
0130306,秋田県,05
0130307,秋田県,05
0130308,秋田県,05
0130309,秋田県,05
0130311,秋田県,05
0130312,秋田県,05
0130313,秋田県,05
0130314,秋田県,05
0130315,秋田県,05
0130316,秋田県,05
0130317,秋田県,05
0130318,秋田県,05
0130319,秋田県,05
0130321,秋田県,05
0130322,秋田県,05
0130323,秋田県,05
0130324,秋田県,05
0130325,秋田県,05
0130326,秋田県,05
0130327,秋田県,05
0130331,秋田県,05
0130332,秋田県,05
0130333,秋田県,05
0130334,秋田県,05
0130335,秋田県,05
0130336,秋田県,05
0130337,秋田県,05
0130338,秋田県,05
0130339,秋田県,05
0130341,秋田県,05
0130342,秋田県,05
0130343,秋田県,05
0130344,秋田県,05
0130345,秋田県,05
0130346,秋田県,05
0130347,秋田県,05
0130348,秋田県,05
0130349,秋田県,05
0130351,秋田県,05
0130352,秋田県,05
0130353,秋田県,05
0130354,秋田県,05
0130355,秋田県,05
0130356,秋田県,05
0130357,秋田県,05
0130358,秋田県,05
0130359,秋田県,05
0130361,秋田県,05
0130362,秋田県,05
0130363,秋田県,05
0130364,秋田県,05
0130365,秋田県,05
0130371,秋田県,05
0130372,秋田県,05
0130373,秋田県,05
0130374,秋田県,05
0130375,秋田県,05
0130376,秋田県,05
0130377,秋田県,05
0130378,秋田県,05
0130379,秋田県,05
0130381,秋田県,05
0130382,秋田県,05
0130383,秋田県,05
0130384,秋田県,05
